기준연도,기준분기,노선명,거리_필터,대분류,매출금액,가게수,점포당_평균매출
2017.0,3.0,경기도_대조군,Control,수리·개인,315289237961.0,45595,6914995.897817743
2017.0,3.0,김포골드라인,500,수리·개인,3763556094.0,450,8363457.986666666
2017.0,3.0,김포골드라인,2000,수리·개인,4484536493.0,942,4760654.451167728
2017.0,3.0,안산선,500,수리·개인,5374872106.0,796,6752351.891959799
2017.0,3.0,안산선,2000,수리·개인,8632679689.0,6867,1257125.3369739333
2017.0,3.0,진접선,500,수리·개인,224406760.0,110,2040061.4545454546
2017.0,3.0,진접선,2000,수리·개인,2553332264.0,820,3113819.8341463413
2017.0,3.0,하남선_1단계,500,수리·개인,276756520.0,64,4324320.625
2017.0,3.0,하남선_1단계,2000,수리·개인,1349842702.0,1068,1263897.6610486892
2017.0,3.0,하남선_2단계,500,수리·개인,632100370.0,104,6077888.173076923
2017.0,3.0,하남선_2단계,2000,수리·개인,1416958496.0,283,5006920.480565371
2017.0,4.0,경기도_대조군,Control,수리·개인,304214596076.0,45595,6672104.311349928
2017.0,4.0,김포골드라인,500,수리·개인,3323123151.0,432,7692414.701388889
2017.0,4.0,김포골드라인,2000,수리·개인,4269117544.0,936,4561023.017094017
2017.0,4.0,안산선,500,수리·개인,5142539583.0,790,6509543.775949367
2017.0,4.0,안산선,2000,수리·개인,8418404283.0,6980,1206075.1121776504
2017.0,4.0,진접선,500,수리·개인,233076574.0,108,2158116.425925926
2017.0,4.0,진접선,2000,수리·개인,2482139814.0,810,3064370.1407407406
2017.0,4.0,하남선_1단계,500,수리·개인,243576007.0,64,3805875.109375
2017.0,4.0,하남선_1단계,2000,수리·개인,1431130770.0,1091,1311760.5591200732
2017.0,4.0,하남선_2단계,500,수리·개인,626788402.0,104,6026811.557692308
2017.0,4.0,하남선_2단계,2000,수리·개인,1476492660.0,283,5217288.551236749
2018.0,1.0,경기도_대조군,Control,수리·개인,313053876437.0,47332,6614000.600798614
2018.0,1.0,김포골드라인,500,수리·개인,3466752449.0,515,6731558.153398058
2018.0,1.0,김포골드라인,2000,수리·개인,4589834091.0,1056,4346433.798295454
2018.0,1.0,안산선,500,수리·개인,5431169989.0,914,5942199.112691466
2018.0,1.0,안산선,2000,수리·개인,7581570477.0,7054,1074790.2575843493
2018.0,1.0,진접선,500,수리·개인,244313278.0,117,2088147.6752136752
2018.0,1.0,진접선,2000,수리·개인,2125195703.0,864,2459717.248842593
2018.0,1.0,하남선_1단계,500,수리·개인,209360680.0,68,3078833.529411765
2018.0,1.0,하남선_1단계,2000,수리·개인,1472839948.0,1109,1328079.303877367
2018.0,1.0,하남선_2단계,500,수리·개인,579332558.0,116,4994246.189655173
2018.0,1.0,하남선_2단계,2000,수리·개인,1456355475.0,265,5495681.037735849
2018.0,2.0,경기도_대조군,Control,수리·개인,324550231262.0,47332,6856888.1784416465
2018.0,2.0,김포골드라인,500,수리·개인,3657631005.0,523,6993558.3269598475
2018.0,2.0,김포골드라인,2000,수리·개인,5011687350.0,1102,4547810.662431942
2018.0,2.0,안산선,500,수리·개인,5495978724.0,918,5986904.928104575
2018.0,2.0,안산선,2000,수리·개인,7997461714.0,7011,1140701.998858936
2018.0,2.0,진접선,500,수리·개인,298394151.0,117,2550377.358974359
2018.0,2.0,진접선,2000,수리·개인,2377384420.0,855,2780566.5730994153
2018.0,2.0,하남선_1단계,500,수리·개인,253646135.0,68,3730090.220588235
2018.0,2.0,하남선_1단계,2000,수리·개인,1542482681.0,1127,1368662.5385980478
2018.0,2.0,하남선_2단계,500,수리·개인,625302614.0,116,5390539.775862069
2018.0,2.0,하남선_2단계,2000,수리·개인,1419318778.0,265,5355919.916981132
2018.0,3.0,경기도_대조군,Control,수리·개인,330279663107.0,47332,6977935.922990789
2018.0,3.0,김포골드라인,500,수리·개인,4022525768.0,525,7661953.843809524
2018.0,3.0,김포골드라인,2000,수리·개인,5083682870.0,1066,4768933.273921201
2018.0,3.0,안산선,500,수리·개인,5848441079.0,943,6201952.363732768
2018.0,3.0,안산선,2000,수리·개인,8031178786.0,6998,1147639.152043441
2018.0,3.0,진접선,500,수리·개인,282111230.0,121,2331497.7685950412
2018.0,3.0,진접선,2000,수리·개인,2232166399.0,851,2622992.243243243
2018.0,3.0,하남선_1단계,500,수리·개인,267862322.0,70,3826604.6
2018.0,3.0,하남선_1단계,2000,수리·개인,1552155059.0,1136,1366333.678697183
2018.0,3.0,하남선_2단계,500,수리·개인,607278920.0,116,5235163.1034482755
2018.0,3.0,하남선_2단계,2000,수리·개인,1460792518.0,265,5512424.596226415
2018.0,4.0,경기도_대조군,Control,수리·개인,327131378981.0,47332,6911421.004415617
2018.0,4.0,김포골드라인,500,수리·개인,4018128650.0,529,7595706.332703213
2018.0,4.0,김포골드라인,2000,수리·개인,4812918058.0,1033,4659165.593417231
2018.0,4.0,안산선,500,수리·개인,5266173790.0,950,5543340.831578948
2018.0,4.0,안산선,2000,수리·개인,7867851289.0,7011,1122215.2744259022
2018.0,4.0,진접선,500,수리·개인,325442895.0,121,2689610.7024793387
2018.0,4.0,진접선,2000,수리·개인,2295837141.0,866,2651082.148960739
2018.0,4.0,하남선_1단계,500,수리·개인,245097288.0,68,3604371.882352941
2018.0,4.0,하남선_1단계,2000,수리·개인,1526853183.0,1154,1323096.3457538995
2018.0,4.0,하남선_2단계,500,수리·개인,628276394.0,116,5416175.810344827
2018.0,4.0,하남선_2단계,2000,수리·개인,1455403485.0,265,5492088.622641509
2019.0,1.0,경기도_대조군,Control,수리·개인,329796511648.0,49253,6695967.994802347
2019.0,1.0,김포골드라인,500,수리·개인,3919792026.0,639,6134259.821596244
2019.0,1.0,김포골드라인,2000,수리·개인,4694749220.0,1113,4218103.522012578
2019.0,1.0,안산선,500,수리·개인,5940412703.0,899,6607800.559510567
2019.0,1.0,안산선,2000,수리·개인,8193326136.0,6929,1182468.7741376823
2019.0,1.0,진접선,500,수리·개인,320282838.0,120,2669023.65
2019.0,1.0,진접선,2000,수리·개인,2599142140.0,909,2859342.288228823
2019.0,1.0,하남선_1단계,500,수리·개인,413138020.0,59,7002339.322033898
2019.0,1.0,하남선_1단계,2000,수리·개인,1429296950.0,1372,1041761.6253644315
2019.0,1.0,하남선_2단계,500,수리·개인,733250757.0,115,6376093.539130434
2019.0,1.0,하남선_2단계,2000,수리·개인,1292268327.0,266,4858151.605263158
2019.0,2.0,경기도_대조군,Control,수리·개인,340025325350.0,49253,6903646.993076564
2019.0,2.0,김포골드라인,500,수리·개인,4053580043.0,680,5961147.122058824
2019.0,2.0,김포골드라인,2000,수리·개인,4979351645.0,1120,4445849.683035715
2019.0,2.0,안산선,500,수리·개인,5622411184.0,863,6514960.81575898
2019.0,2.0,안산선,2000,수리·개인,8846155913.0,7072,1250870.4628110859
2019.0,2.0,진접선,500,수리·개인,399724763.0,120,3331039.691666667
2019.0,2.0,진접선,2000,수리·개인,3245663635.0,901,3602290.38290788
2019.0,2.0,하남선_1단계,500,수리·개인,345232371.0,57,6056708.263157895
2019.0,2.0,하남선_1단계,2000,수리·개인,1455857879.0,1394,1044374.37517934
2019.0,2.0,하남선_2단계,500,수리·개인,642519798.0,115,5587128.678260869
2019.0,2.0,하남선_2단계,2000,수리·개인,1422843988.0,266,5349037.54887218
2019.0,3.0,경기도_대조군,Control,수리·개인,341374740558.0,49253,6931044.617749172
2019.0,3.0,김포골드라인,500,수리·개인,4184398033.0,682,6135480.986803519
2019.0,3.0,김포골드라인,2000,수리·개인,4897428386.0,1186,4129366.261382799
2019.0,3.0,안산선,500,수리·개인,5941979146.0,868,6845598.094470046
2019.0,3.0,안산선,2000,수리·개인,8248335978.0,7085,1164197.0328863796
2019.0,3.0,진접선,500,수리·개인,334296388.0,124,2695938.6129032257
2019.0,3.0,진접선,2000,수리·개인,2939810478.0,913,3219945.7590361447
2019.0,3.0,하남선_1단계,500,수리·개인,369952605.0,57,6490396.578947368
2019.0,3.0,하남선_1단계,2000,수리·개인,1512583913.0,1214,1245950.5049423394
2019.0,3.0,하남선_2단계,500,수리·개인,854977474.0,114,7499802.403508772
2019.0,3.0,하남선_2단계,2000,수리·개인,1246815344.0,266,4687275.729323308
2019.0,4.0,경기도_대조군,Control,수리·개인,340607981693.0,49253,6915476.858120318
2019.0,4.0,김포골드라인,500,수리·개인,4298118748.0,683,6292999.631039532
2019.0,4.0,김포골드라인,2000,수리·개인,4555951578.0,1211,3762140.0313790254
2019.0,4.0,안산선,500,수리·개인,5796151031.0,924,6272890.726190476
2019.0,4.0,안산선,2000,수리·개인,9277066161.0,7200,1288481.41125
2019.0,4.0,진접선,500,수리·개인,431986116.0,124,3483759.0
2019.0,4.0,진접선,2000,수리·개인,2780399052.0,889,3127557.988751406
2019.0,4.0,하남선_1단계,500,수리·개인,399871592.0,60,6664526.533333333
2019.0,4.0,하남선_1단계,2000,수리·개인,1402619757.0,1214,1155370.475288303
2019.0,4.0,하남선_2단계,500,수리·개인,805760776.0,115,7006615.443478261
2019.0,4.0,하남선_2단계,2000,수리·개인,1377451936.0,274,5027196.846715328
2020.0,1.0,경기도_대조군,Control,수리·개인,267913413766.0,40408,6630207.230399921
2020.0,1.0,김포골드라인,500,수리·개인,2914338028.0,619,4708138.978998384
2020.0,1.0,김포골드라인,2000,수리·개인,3935000248.0,1130,3482301.104424779
2020.0,1.0,안산선,500,수리·개인,5195336079.0,779,6669237.585365853
2020.0,1.0,안산선,2000,수리·개인,7706059516.0,5875,1311669.704851064
2020.0,1.0,진접선,500,수리·개인,466680921.0,112,4166793.9375
2020.0,1.0,진접선,2000,수리·개인,2304103787.0,823,2799640.0814094776
2020.0,1.0,하남선_1단계,500,수리·개인,362785233.0,42,8637743.642857144
2020.0,1.0,하남선_1단계,2000,수리·개인,1284898444.0,996,1290058.6787148595
2020.0,1.0,하남선_2단계,500,수리·개인,656260933.0,77,8522869.25974026
2020.0,1.0,하남선_2단계,2000,수리·개인,956612079.0,241,3969344.726141079
2020.0,2.0,경기도_대조군,Control,수리·개인,276718187349.0,40408,6848104.022693526
2020.0,2.0,김포골드라인,500,수리·개인,3256711994.0,624,5219089.733974359
2020.0,2.0,김포골드라인,2000,수리·개인,4173460659.0,1152,3622795.7109375
2020.0,2.0,안산선,500,수리·개인,5207271062.0,779,6684558.4878048785
2020.0,2.0,안산선,2000,수리·개인,7956101766.0,5913,1345527.1040081177
2020.0,2.0,진접선,500,수리·개인,575810108.0,112,5141161.678571428
2020.0,2.0,진접선,2000,수리·개인,2641872330.0,821,3217871.2911084043
2020.0,2.0,하남선_1단계,500,수리·개인,336720714.0,49,6871851.306122449
2020.0,2.0,하남선_1단계,2000,수리·개인,1334089296.0,996,1339447.0843373493
2020.0,2.0,하남선_2단계,2000,수리·개인,954989055.0,241,3962610.1867219917
2020.0,3.0,경기도_대조군,Control,수리·개인,259363246854.0,40408,6418611.335725599
2020.0,3.0,김포골드라인,500,수리·개인,3027106150.0,594,5096138.2996633
2020.0,3.0,김포골드라인,2000,수리·개인,4225401826.0,1160,3642587.7810344826
2020.0,3.0,안산선,500,수리·개인,4923230433.0,779,6319936.370988446
2020.0,3.0,안산선,2000,수리·개인,7737769315.0,5843,1324280.2182098238
2020.0,3.0,진접선,500,수리·개인,490559325.0,112,4379993.973214285
2020.0,3.0,진접선,2000,수리·개인,2501181644.0,844,2963485.3601895734
2020.0,3.0,하남선_1단계,500,수리·개인,325456082.0,48,6780335.041666667
2020.0,3.0,하남선_1단계,2000,수리·개인,1092071798.0,971,1124687.7425334707
2020.0,3.0,하남선_2단계,2000,수리·개인,959018458.0,241,3979329.7012448134
2020.0,4.0,경기도_대조군,Control,수리·개인,251605047754.0,40408,6226614.723668581
2020.0,4.0,김포골드라인,500,수리·개인,2867774333.0,619,4632914.915993538
2020.0,4.0,김포골드라인,2000,수리·개인,3522846225.0,1193,2952930.616093881
2020.0,4.0,안산선,500,수리·개인,4838603808.0,783,6179570.636015326
2020.0,4.0,안산선,2000,수리·개인,7437948412.0,5910,1258536.110321489
2020.0,4.0,진접선,500,수리·개인,381639606.0,108,3533700.0555555555
2020.0,4.0,진접선,2000,수리·개인,2470215665.0,810,3049648.9691358022
2020.0,4.0,하남선_1단계,500,수리·개인,346849979.0,49,7078571.0
2020.0,4.0,하남선_1단계,2000,수리·개인,1095502486.0,981,1116720.1692150866
2020.0,4.0,하남선_2단계,2000,수리·개인,904589364.0,241,3753482.8381742737
2021.0,1.0,경기도_대조군,Control,수리·개인,254805347746.0,56235,4531081.13712101
2021.0,1.0,김포골드라인,500,수리·개인,3024888937.0,920,3287922.7576086954
2021.0,1.0,김포골드라인,2000,수리·개인,3549481246.0,1553,2285564.227945911
2021.0,1.0,안산선,500,수리·개인,4925731599.0,1028,4791567.703307393
2021.0,1.0,안산선,2000,수리·개인,7423529853.0,8074,919436.4445132525
2021.0,1.0,진접선,500,수리·개인,461694390.0,141,3274428.2978723403
2021.0,1.0,진접선,2000,수리·개인,2393021959.0,1068,2240657.2649812736
2021.0,1.0,하남선_1단계,500,수리·개인,310341844.0,69,4497707.884057971
2021.0,1.0,하남선_1단계,2000,수리·개인,938737692.0,1259,745621.6775218428
2021.0,1.0,하남선_2단계,500,수리·개인,701358445.0,115,6098769.0869565215
2021.0,1.0,하남선_2단계,2000,수리·개인,894346001.0,294,3041993.200680272
2021.0,2.0,경기도_대조군,Control,수리·개인,280957303586.0,56235,4996128.809211345
2021.0,2.0,김포골드라인,500,수리·개인,3423823179.0,879,3895134.447098976
2021.0,2.0,김포골드라인,2000,수리·개인,4027569165.0,1513,2661975.654329147
2021.0,2.0,안산선,500,수리·개인,5350157053.0,1120,4776925.940178571
2021.0,2.0,안산선,2000,수리·개인,7458127581.0,7821,953602.8105101649
2021.0,2.0,진접선,500,수리·개인,543495870.0,145,3748247.379310345
2021.0,2.0,진접선,2000,수리·개인,2631198057.0,1126,2336765.5923623447
2021.0,2.0,하남선_1단계,500,수리·개인,396668913.0,71,5586886.098591549
2021.0,2.0,하남선_1단계,2000,수리·개인,1277306891.0,1259,1014540.818903892
2021.0,2.0,하남선_2단계,500,수리·개인,728568418.0,115,6335377.547826087
2021.0,2.0,하남선_2단계,2000,수리·개인,965200430.0,294,3282994.6598639456
2021.0,3.0,경기도_대조군,Control,수리·개인,268488061304.0,56235,4774394.2616519965
2021.0,3.0,김포골드라인,500,수리·개인,3443554100.0,924,3726790.1515151514
2021.0,3.0,김포골드라인,2000,수리·개인,3912643433.0,1513,2586016.8096497026
2021.0,3.0,안산선,500,수리·개인,5222698677.0,1067,4894750.400187441
2021.0,3.0,안산선,2000,수리·개인,7453384881.0,7884,945381.1366057838
2021.0,3.0,진접선,500,수리·개인,489281143.0,145,3374352.7103448277
2021.0,3.0,진접선,2000,수리·개인,2862161625.0,1109,2580849.0757439137
2021.0,3.0,하남선_1단계,500,수리·개인,339194942.0,69,4915868.724637682
2021.0,3.0,하남선_1단계,2000,수리·개인,1204119077.0,1259,956409.1159650516
2021.0,3.0,하남선_2단계,500,수리·개인,718314395.0,115,6246212.130434782
2021.0,3.0,하남선_2단계,2000,수리·개인,865769227.0,294,2944793.2891156464
2021.0,4.0,경기도_대조군,Control,수리·개인,284732837281.0,56235,5063267.311834267
2021.0,4.0,김포골드라인,500,수리·개인,3683075902.0,918,4012065.2527233115
2021.0,4.0,김포골드라인,2000,수리·개인,4148023815.0,1493,2778314.678499665
2021.0,4.0,안산선,500,수리·개인,4969395358.0,1067,4657352.725398313
2021.0,4.0,안산선,2000,수리·개인,7828373676.0,7881,993322.3799010278
2021.0,4.0,진접선,500,수리·개인,648163483.0,141,4596904.134751773
2021.0,4.0,진접선,2000,수리·개인,2776625830.0,1068,2599836.9194756555
2021.0,4.0,하남선_1단계,500,수리·개인,410205371.0,69,5945005.376811594
2021.0,4.0,하남선_1단계,2000,수리·개인,1091338741.0,1243,877987.7240547064
2021.0,4.0,하남선_2단계,500,수리·개인,850056827.0,115,7391798.495652174
2021.0,4.0,하남선_2단계,2000,수리·개인,850267804.0,294,2892067.3605442178
2022.0,1.0,경기도_대조군,Control,수리·개인,255351241075.0,57821,4416237.025907543
2022.0,1.0,김포골드라인,500,수리·개인,3469705772.0,982,3533305.266802444
2022.0,1.0,김포골드라인,2000,수리·개인,3549657476.0,1369,2592883.474068663
2022.0,1.0,안산선,500,수리·개인,4832551536.0,1022,4728524.007827789
2022.0,1.0,안산선,2000,수리·개인,7001077047.0,7761,902084.4023965984
2022.0,1.0,진접선,500,수리·개인,528536039.0,155,3409909.929032258
2022.0,1.0,진접선,2000,수리·개인,2789535687.0,862,3236120.2865429237
2022.0,1.0,하남선_1단계,500,수리·개인,312723011.0,63,4963857.317460317
2022.0,1.0,하남선_1단계,2000,수리·개인,1043460817.0,1182,882792.5693739424
2022.0,1.0,하남선_2단계,500,수리·개인,721239469.0,94,7672760.308510638
2022.0,1.0,하남선_2단계,2000,수리·개인,819777121.0,321,2553822.8068535826
2022.0,2.0,경기도_대조군,Control,수리·개인,298301004224.0,57821,5159042.63544387
2022.0,2.0,김포골드라인,500,수리·개인,3523442051.0,769,4581849.22106632
2022.0,2.0,김포골드라인,2000,수리·개인,3208256989.0,970,3307481.431958763
2022.0,2.0,김포골드라인,2000,수리·개인,1010466115.0,349,2895318.3810888254
2022.0,2.0,김포골드라인,500,수리·개인,318842795.0,213,1496914.530516432
2022.0,2.0,안산선,500,수리·개인,5768802001.0,1017,5672371.682399213
2022.0,2.0,안산선,2000,수리·개인,7142131025.0,6500,1098789.3884615384
2022.0,2.0,안산선,2000,수리·개인,1047938916.0,1423,736429.3155305692
2022.0,2.0,진접선,500,수리·개인,621340413.0,134,4636868.753731343
2022.0,2.0,진접선,2000,수리·개인,1694890081.0,513,3303879.3001949317
2022.0,2.0,진접선,2000,수리·개인,1282920118.0,336,3818214.636904762
2022.0,2.0,진접선,500,수리·개인,21947634.0,21,1045125.4285714285
2022.0,2.0,하남선_1단계,500,수리·개인,432994373.0,66,6560520.803030303
2022.0,2.0,하남선_1단계,2000,수리·개인,976548592.0,581,1680806.5266781412
2022.0,2.0,하남선_1단계,2000,수리·개인,335737217.0,601,558630.9767054908
2022.0,2.0,하남선_2단계,500,수리·개인,809417275.0,93,8703411.559139784
2022.0,2.0,하남선_2단계,2000,수리·개인,802477376.0,228,3519637.6140350876
2022.0,2.0,하남선_2단계,2000,수리·개인,160329243.0,93,1723970.3548387096
2022.0,3.0,경기도_대조군,Control,수리·개인,302075045864.0,57821,5224313.75908407
2022.0,3.0,김포골드라인,2000,수리·개인,4105118272.0,1336,3072693.3173652696
2022.0,3.0,김포골드라인,500,수리·개인,3928445398.0,977,4020926.7123848516
2022.0,3.0,안산선,2000,수리·개인,8042308814.0,7688,1046085.9539542143
2022.0,3.0,안산선,500,수리·개인,5729487416.0,1022,5606152.070450098
2022.0,3.0,진접선,2000,수리·개인,2696248131.0,849,3175792.851590106
2022.0,3.0,진접선,500,수리·개인,635821747.0,155,4102075.787096774
2022.0,3.0,하남선_1단계,2000,수리·개인,1276374145.0,1202,1061875.3286189684
2022.0,3.0,하남선_1단계,500,수리·개인,351670947.0,66,5328347.681818182
2022.0,3.0,하남선_2단계,2000,수리·개인,989794993.0,321,3083473.4984423677
2022.0,3.0,하남선_2단계,500,수리·개인,728423410.0,93,7832509.784946237
2022.0,4.0,경기도_대조군,Control,수리·개인,298395522486.0,57821,5160677.305581017
2022.0,4.0,김포골드라인,2000,수리·개인,3577849686.0,1350,2650259.026666667
2022.0,4.0,김포골드라인,500,수리·개인,3946915453.0,973,4056439.314491264
2022.0,4.0,안산선,2000,수리·개인,8956783772.0,7955,1125931.3352608422
2022.0,4.0,안산선,500,수리·개인,5622752967.0,1022,5501715.231898239
2022.0,4.0,진접선,2000,수리·개인,2988474481.0,862,3466907.7505800463
2022.0,4.0,진접선,500,수리·개인,725136973.0,159,4560609.893081761
2022.0,4.0,하남선_1단계,2000,수리·개인,1333989502.0,1202,1109808.237936772
2022.0,4.0,하남선_1단계,500,수리·개인,397795635.0,66,6027206.590909091
2022.0,4.0,하남선_2단계,2000,수리·개인,933132150.0,321,2906953.738317757
2022.0,4.0,하남선_2단계,500,수리·개인,729352308.0,92,7927742.478260869
2023.0,1.0,경기도_대조군,Control,수리·개인,300949290507.0,57821,5204844.096556614
2023.0,1.0,김포골드라인,2000,수리·개인,3823734732.0,1338,2857798.753363229
2023.0,1.0,김포골드라인,500,수리·개인,3985963685.0,977,4079799.06345957
2023.0,1.0,안산선,2000,수리·개인,8435708670.0,7950,1061095.4301886791
2023.0,1.0,안산선,500,수리·개인,5674119825.0,1022,5551976.345401174
2023.0,1.0,진접선,2000,수리·개인,2733776245.0,842,3246765.136579572
2023.0,1.0,진접선,500,수리·개인,776819784.0,159,4885659.018867925
2023.0,1.0,하남선_1단계,2000,수리·개인,1304795383.0,1202,1085520.2853577372
2023.0,1.0,하남선_1단계,500,수리·개인,375448518.0,63,5959500.285714285
2023.0,1.0,하남선_2단계,2000,수리·개인,941437505.0,321,2932827.1183800623
2023.0,2.0,경기도_대조군,Control,수리·개인,312907488626.0,57821,5411658.197298559
2023.0,2.0,김포골드라인,2000,수리·개인,4193575212.0,1355,3094889.4553505536
2023.0,2.0,김포골드라인,500,수리·개인,3937174190.0,977,4029860.9928352097
2023.0,2.0,안산선,2000,수리·개인,8988177074.0,7876,1141210.903250381
2023.0,2.0,안산선,500,수리·개인,5861049301.0,1022,5734881.899217221
2023.0,2.0,진접선,2000,수리·개인,2999200166.0,855,3507836.4514619885
2023.0,2.0,진접선,500,수리·개인,781700640.0,150,5211337.6
2023.0,2.0,하남선_1단계,2000,수리·개인,1438433965.0,1202,1196700.4700499168
2023.0,2.0,하남선_1단계,500,수리·개인,336205885.0,63,5336601.349206349
2023.0,2.0,하남선_2단계,2000,수리·개인,702124826.0,321,2187304.753894081
2023.0,2.0,하남선_2단계,500,수리·개인,823421703.0,93,8853996.806451613
2023.0,3.0,경기도_대조군,Control,수리·개인,310139384879.0,57821,5363784.522561007
2023.0,3.0,김포골드라인,2000,수리·개인,4269112124.0,1356,3148312.7758112093
2023.0,3.0,김포골드라인,500,수리·개인,3929531919.0,978,4017926.2975460123
2023.0,3.0,안산선,2000,수리·개인,9052361022.0,7931,1141389.6131635355
2023.0,3.0,안산선,500,수리·개인,5518149721.0,1022,5399363.719178082
2023.0,3.0,진접선,2000,수리·개인,2934986081.0,862,3404856.242459397
2023.0,3.0,진접선,500,수리·개인,737531201.0,154,4789163.642857143
2023.0,3.0,하남선_1단계,2000,수리·개인,1249856962.0,1190,1050299.968067227
2023.0,3.0,하남선_1단계,500,수리·개인,314112779.0,63,4985917.126984127
2023.0,3.0,하남선_2단계,2000,수리·개인,652092410.0,321,2031440.5295950156
2023.0,3.0,하남선_2단계,500,수리·개인,682631043.0,93,7340118.741935484
2017.0,1.0,경기도_대조군,Control,시설관리·임대,10303244776.0,1281,8043126.288836846
2017.0,1.0,김포골드라인,500,시설관리·임대,34949979.0,5,6989995.8
2017.0,1.0,김포골드라인,2000,시설관리·임대,32985402.0,1,32985402.0
2017.0,1.0,안산선,500,시설관리·임대,267087173.0,36,7419088.138888889
2017.0,1.0,안산선,2000,시설관리·임대,104197626.0,115,906066.3130434783
2017.0,1.0,진접선,2000,시설관리·임대,32376420.0,3,10792140.0
2017.0,1.0,하남선_1단계,500,시설관리·임대,5139332.0,1,5139332.0
2017.0,1.0,하남선_1단계,2000,시설관리·임대,26210962.0,5,5242192.4
2017.0,1.0,하남선_2단계,2000,시설관리·임대,9937335.0,1,9937335.0
2017.0,2.0,경기도_대조군,Control,시설관리·임대,12277735193.0,1281,9584492.734582357
2017.0,2.0,김포골드라인,500,시설관리·임대,57558366.0,7,8222623.714285715
2017.0,2.0,김포골드라인,2000,시설관리·임대,21227942.0,1,21227942.0
2017.0,2.0,안산선,500,시설관리·임대,232690554.0,36,6463626.5
2017.0,2.0,안산선,2000,시설관리·임대,64372315.0,100,643723.15
2017.0,2.0,진접선,2000,시설관리·임대,24840727.0,3,8280242.333333333
2017.0,2.0,하남선_1단계,500,시설관리·임대,8514830.0,1,8514830.0
2017.0,2.0,하남선_1단계,2000,시설관리·임대,26279716.0,5,5255943.2
2017.0,2.0,하남선_2단계,2000,시설관리·임대,10312967.0,1,10312967.0
2017.0,3.0,경기도_대조군,Control,시설관리·임대,13795209812.0,1281,10769094.310694769
2017.0,3.0,김포골드라인,500,시설관리·임대,68667628.0,7,9809661.142857144
2017.0,3.0,안산선,500,시설관리·임대,337428077.0,36,9373002.138888888
2017.0,3.0,안산선,2000,시설관리·임대,117737971.0,102,1154293.8333333333
2017.0,3.0,진접선,2000,시설관리·임대,40939721.0,3,13646573.666666666
2017.0,3.0,하남선_1단계,500,시설관리·임대,7239942.0,1,7239942.0
2017.0,3.0,하남선_1단계,2000,시설관리·임대,30982100.0,5,6196420.0
2017.0,3.0,하남선_2단계,2000,시설관리·임대,6634838.0,1,6634838.0
2017.0,4.0,경기도_대조군,Control,시설관리·임대,12210948202.0,1281,9532356.12958626
2017.0,4.0,김포골드라인,500,시설관리·임대,51118735.0,7,7302676.428571428
2017.0,4.0,김포골드라인,2000,시설관리·임대,53753465.0,2,26876732.5
2017.0,4.0,안산선,500,시설관리·임대,263109081.0,36,7308585.583333333
2017.0,4.0,안산선,2000,시설관리·임대,115888166.0,102,1136158.4901960783
2017.0,4.0,진접선,2000,시설관리·임대,36225710.0,3,12075236.666666666
2017.0,4.0,하남선_1단계,500,시설관리·임대,3632945.0,1,3632945.0
2017.0,4.0,하남선_1단계,2000,시설관리·임대,25530237.0,5,5106047.4
2017.0,4.0,하남선_2단계,2000,시설관리·임대,3408543.0,1,3408543.0
2018.0,1.0,경기도_대조군,Control,시설관리·임대,11576863177.0,1216,9520446.691611841
2018.0,1.0,김포골드라인,500,시설관리·임대,61811303.0,7,8830186.142857144
2018.0,1.0,김포골드라인,2000,시설관리·임대,47527724.0,2,23763862.0
2018.0,1.0,안산선,500,시설관리·임대,254175260.0,33,7702280.606060606
2018.0,1.0,안산선,2000,시설관리·임대,110358376.0,113,976622.7964601769
2018.0,1.0,진접선,2000,시설관리·임대,15449350.0,3,5149783.333333333
2018.0,1.0,하남선_1단계,500,시설관리·임대,4011612.0,1,4011612.0
2018.0,1.0,하남선_1단계,2000,시설관리·임대,22445646.0,5,4489129.2
2018.0,1.0,하남선_2단계,2000,시설관리·임대,2956817.0,1,2956817.0
2018.0,2.0,경기도_대조군,Control,시설관리·임대,13095795998.0,1216,10769569.077302631
2018.0,2.0,김포골드라인,500,시설관리·임대,69720003.0,7,9960000.42857143
2018.0,2.0,김포골드라인,2000,시설관리·임대,62565922.0,3,20855307.333333332
2018.0,2.0,안산선,500,시설관리·임대,271229270.0,34,7977331.470588235
2018.0,2.0,안산선,2000,시설관리·임대,112850772.0,113,998679.3982300885
2018.0,2.0,진접선,2000,시설관리·임대,58826089.0,3,19608696.333333332
2018.0,2.0,하남선_1단계,500,시설관리·임대,4372912.0,1,4372912.0
2018.0,2.0,하남선_1단계,2000,시설관리·임대,31579211.0,5,6315842.2
2018.0,2.0,하남선_2단계,2000,시설관리·임대,4298264.0,1,4298264.0
2018.0,3.0,경기도_대조군,Control,시설관리·임대,13730892396.0,1216,11291852.299342105
2018.0,3.0,김포골드라인,500,시설관리·임대,74167271.0,7,10595324.42857143
2018.0,3.0,김포골드라인,2000,시설관리·임대,55135693.0,3,18378564.333333332
2018.0,3.0,안산선,500,시설관리·임대,332499236.0,34,9779389.294117646
2018.0,3.0,안산선,2000,시설관리·임대,83448044.0,101,826218.2574257426
2018.0,3.0,진접선,2000,시설관리·임대,26401444.0,3,8800481.333333334
2018.0,3.0,하남선_1단계,500,시설관리·임대,3604476.0,1,3604476.0
