name,distance_category,측정항목,분기,인구수
강일역,500m ~ 2000m,계_0~9세,2017Q1,6902.333333
강일역,500m ~ 2000m,계_0~9세,2017Q2,7031.333333
강일역,500m ~ 2000m,계_0~9세,2017Q3,7062
강일역,500m ~ 2000m,계_0~9세,2017Q4,7120.666667
강일역,500m ~ 2000m,계_0~9세,2018Q1,7504
강일역,500m ~ 2000m,계_0~9세,2018Q2,7719
강일역,500m ~ 2000m,계_0~9세,2018Q3,7866.333333
강일역,500m ~ 2000m,계_0~9세,2018Q4,7923.333333
강일역,500m ~ 2000m,계_0~9세,2019Q1,7822.666667
강일역,500m ~ 2000m,계_0~9세,2019Q2,7761.333333
강일역,500m ~ 2000m,계_0~9세,2019Q3,7688.666667
강일역,500m ~ 2000m,계_0~9세,2019Q4,7586.666667
강일역,500m ~ 2000m,계_0~9세,2020Q1,7478.333333
강일역,500m ~ 2000m,계_0~9세,2020Q2,7325.666667
강일역,500m ~ 2000m,계_0~9세,2020Q3,7226.666667
강일역,500m ~ 2000m,계_0~9세,2020Q4,7073.666667
강일역,500m ~ 2000m,계_0~9세,2021Q1,6896
강일역,500m ~ 2000m,계_0~9세,2021Q2,6726
강일역,500m ~ 2000m,계_0~9세,2021Q3,6552.333333
강일역,500m ~ 2000m,계_0~9세,2021Q4,6322
강일역,500m ~ 2000m,계_0~9세,2022Q1,6075
강일역,500m ~ 2000m,계_0~9세,2022Q2,5939
강일역,500m ~ 2000m,계_0~9세,2022Q3,5768.666667
강일역,500m ~ 2000m,계_0~9세,2022Q4,5582
강일역,500m ~ 2000m,계_0~9세,2023Q1,5391.333333
강일역,500m ~ 2000m,계_0~9세,2023Q2,5235.666667
강일역,500m ~ 2000m,계_0~9세,2023Q3,5073.333333
강일역,500m ~ 2000m,계_0~9세,2023Q4,4907
강일역,500m ~ 2000m,계_0~9세,2024Q1,4753.333333
강일역,500m ~ 2000m,계_0~9세,2024Q2,4600
강일역,500m ~ 2000m,계_0~9세,2024Q3,4504
강일역,500m ~ 2000m,계_0~9세,2024Q4,4418.666667
강일역,500m ~ 2000m,계_100세 이상,2017Q1,4
강일역,500m ~ 2000m,계_100세 이상,2017Q2,2
강일역,500m ~ 2000m,계_100세 이상,2017Q3,1
강일역,500m ~ 2000m,계_100세 이상,2017Q4,1
강일역,500m ~ 2000m,계_100세 이상,2018Q1,1
강일역,500m ~ 2000m,계_100세 이상,2018Q2,2.333333333
강일역,500m ~ 2000m,계_100세 이상,2018Q3,3
강일역,500m ~ 2000m,계_100세 이상,2018Q4,3
강일역,500m ~ 2000m,계_100세 이상,2019Q1,3
강일역,500m ~ 2000m,계_100세 이상,2019Q2,3
강일역,500m ~ 2000m,계_100세 이상,2019Q3,3
강일역,500m ~ 2000m,계_100세 이상,2019Q4,5
강일역,500m ~ 2000m,계_100세 이상,2020Q1,5.333333333
강일역,500m ~ 2000m,계_100세 이상,2020Q2,7.333333333
강일역,500m ~ 2000m,계_100세 이상,2020Q3,7.333333333
강일역,500m ~ 2000m,계_100세 이상,2020Q4,7
강일역,500m ~ 2000m,계_100세 이상,2021Q1,6.666666667
강일역,500m ~ 2000m,계_100세 이상,2021Q2,6
강일역,500m ~ 2000m,계_100세 이상,2021Q3,6
강일역,500m ~ 2000m,계_100세 이상,2021Q4,6.333333333
강일역,500m ~ 2000m,계_100세 이상,2022Q1,5.333333333
강일역,500m ~ 2000m,계_100세 이상,2022Q2,5
강일역,500m ~ 2000m,계_100세 이상,2022Q3,4
강일역,500m ~ 2000m,계_100세 이상,2022Q4,3.666666667
강일역,500m ~ 2000m,계_100세 이상,2023Q1,4.333333333
강일역,500m ~ 2000m,계_100세 이상,2023Q2,5
강일역,500m ~ 2000m,계_100세 이상,2023Q3,5
강일역,500m ~ 2000m,계_100세 이상,2023Q4,5.333333333
강일역,500m ~ 2000m,계_100세 이상,2024Q1,4.333333333
강일역,500m ~ 2000m,계_100세 이상,2024Q2,5
강일역,500m ~ 2000m,계_100세 이상,2024Q3,5
강일역,500m ~ 2000m,계_100세 이상,2024Q4,4
강일역,500m ~ 2000m,계_10~19세,2017Q1,3635.333333
강일역,500m ~ 2000m,계_10~19세,2017Q2,3752
강일역,500m ~ 2000m,계_10~19세,2017Q3,3863
강일역,500m ~ 2000m,계_10~19세,2017Q4,4019
강일역,500m ~ 2000m,계_10~19세,2018Q1,4330
강일역,500m ~ 2000m,계_10~19세,2018Q2,4519.666667
강일역,500m ~ 2000m,계_10~19세,2018Q3,4692.333333
강일역,500m ~ 2000m,계_10~19세,2018Q4,4816.333333
강일역,500m ~ 2000m,계_10~19세,2019Q1,4865.333333
강일역,500m ~ 2000m,계_10~19세,2019Q2,4899.333333
강일역,500m ~ 2000m,계_10~19세,2019Q3,4932
강일역,500m ~ 2000m,계_10~19세,2019Q4,4984.666667
강일역,500m ~ 2000m,계_10~19세,2020Q1,5033.666667
강일역,500m ~ 2000m,계_10~19세,2020Q2,5139.666667
강일역,500m ~ 2000m,계_10~19세,2020Q3,5188.666667
강일역,500m ~ 2000m,계_10~19세,2020Q4,5295.666667
강일역,500m ~ 2000m,계_10~19세,2021Q1,5380
강일역,500m ~ 2000m,계_10~19세,2021Q2,5482
강일역,500m ~ 2000m,계_10~19세,2021Q3,5518.666667
강일역,500m ~ 2000m,계_10~19세,2021Q4,5594
강일역,500m ~ 2000m,계_10~19세,2022Q1,5700.333333
강일역,500m ~ 2000m,계_10~19세,2022Q2,5806.333333
강일역,500m ~ 2000m,계_10~19세,2022Q3,5925.666667
강일역,500m ~ 2000m,계_10~19세,2022Q4,6036.666667
강일역,500m ~ 2000m,계_10~19세,2023Q1,6117.666667
강일역,500m ~ 2000m,계_10~19세,2023Q2,6168.333333
강일역,500m ~ 2000m,계_10~19세,2023Q3,6208.333333
강일역,500m ~ 2000m,계_10~19세,2023Q4,6277.333333
강일역,500m ~ 2000m,계_10~19세,2024Q1,6350.666667
강일역,500m ~ 2000m,계_10~19세,2024Q2,6398
강일역,500m ~ 2000m,계_10~19세,2024Q3,6419.666667
강일역,500m ~ 2000m,계_10~19세,2024Q4,6443
강일역,500m ~ 2000m,계_20~29세,2017Q1,3629.666667
강일역,500m ~ 2000m,계_20~29세,2017Q2,3780.666667
강일역,500m ~ 2000m,계_20~29세,2017Q3,3830.333333
강일역,500m ~ 2000m,계_20~29세,2017Q4,3981.666667
강일역,500m ~ 2000m,계_20~29세,2018Q1,4142.333333
강일역,500m ~ 2000m,계_20~29세,2018Q2,4236.333333
강일역,500m ~ 2000m,계_20~29세,2018Q3,4400
강일역,500m ~ 2000m,계_20~29세,2018Q4,4571
강일역,500m ~ 2000m,계_20~29세,2019Q1,4573
강일역,500m ~ 2000m,계_20~29세,2019Q2,4586.333333
강일역,500m ~ 2000m,계_20~29세,2019Q3,4574.666667
강일역,500m ~ 2000m,계_20~29세,2019Q4,4583
강일역,500m ~ 2000m,계_20~29세,2020Q1,4561.666667
강일역,500m ~ 2000m,계_20~29세,2020Q2,4595.666667
강일역,500m ~ 2000m,계_20~29세,2020Q3,4583.333333
강일역,500m ~ 2000m,계_20~29세,2020Q4,4570.666667
강일역,500m ~ 2000m,계_20~29세,2021Q1,4533.666667
강일역,500m ~ 2000m,계_20~29세,2021Q2,4495.333333
강일역,500m ~ 2000m,계_20~29세,2021Q3,4468
강일역,500m ~ 2000m,계_20~29세,2021Q4,4417.666667
강일역,500m ~ 2000m,계_20~29세,2022Q1,4384
강일역,500m ~ 2000m,계_20~29세,2022Q2,4313.333333
강일역,500m ~ 2000m,계_20~29세,2022Q3,4245
강일역,500m ~ 2000m,계_20~29세,2022Q4,4199.666667
강일역,500m ~ 2000m,계_20~29세,2023Q1,4168.333333
강일역,500m ~ 2000m,계_20~29세,2023Q2,4171
강일역,500m ~ 2000m,계_20~29세,2023Q3,4126
강일역,500m ~ 2000m,계_20~29세,2023Q4,4104
강일역,500m ~ 2000m,계_20~29세,2024Q1,4079.666667
강일역,500m ~ 2000m,계_20~29세,2024Q2,4073
강일역,500m ~ 2000m,계_20~29세,2024Q3,4047
강일역,500m ~ 2000m,계_20~29세,2024Q4,4005.333333
강일역,500m ~ 2000m,계_30~39세,2017Q1,8787
강일역,500m ~ 2000m,계_30~39세,2017Q2,8971.333333
강일역,500m ~ 2000m,계_30~39세,2017Q3,8990.333333
강일역,500m ~ 2000m,계_30~39세,2017Q4,9031.666667
강일역,500m ~ 2000m,계_30~39세,2018Q1,9438
강일역,500m ~ 2000m,계_30~39세,2018Q2,9627.333333
강일역,500m ~ 2000m,계_30~39세,2018Q3,9805
강일역,500m ~ 2000m,계_30~39세,2018Q4,9983.666667
강일역,500m ~ 2000m,계_30~39세,2019Q1,9753
강일역,500m ~ 2000m,계_30~39세,2019Q2,9641
강일역,500m ~ 2000m,계_30~39세,2019Q3,9461
강일역,500m ~ 2000m,계_30~39세,2019Q4,9310
강일역,500m ~ 2000m,계_30~39세,2020Q1,9074.666667
강일역,500m ~ 2000m,계_30~39세,2020Q2,8834.333333
강일역,500m ~ 2000m,계_30~39세,2020Q3,8700.333333
강일역,500m ~ 2000m,계_30~39세,2020Q4,8487.333333
강일역,500m ~ 2000m,계_30~39세,2021Q1,8218
강일역,500m ~ 2000m,계_30~39세,2021Q2,7978
강일역,500m ~ 2000m,계_30~39세,2021Q3,7728.333333
강일역,500m ~ 2000m,계_30~39세,2021Q4,7534.666667
강일역,500m ~ 2000m,계_30~39세,2022Q1,7272.666667
강일역,500m ~ 2000m,계_30~39세,2022Q2,7126.666667
강일역,500m ~ 2000m,계_30~39세,2022Q3,7015.333333
강일역,500m ~ 2000m,계_30~39세,2022Q4,6816
강일역,500m ~ 2000m,계_30~39세,2023Q1,6656
강일역,500m ~ 2000m,계_30~39세,2023Q2,6581.333333
강일역,500m ~ 2000m,계_30~39세,2023Q3,6484
강일역,500m ~ 2000m,계_30~39세,2023Q4,6417
강일역,500m ~ 2000m,계_30~39세,2024Q1,6281
강일역,500m ~ 2000m,계_30~39세,2024Q2,6193.666667
강일역,500m ~ 2000m,계_30~39세,2024Q3,6195.666667
강일역,500m ~ 2000m,계_30~39세,2024Q4,6167.333333
강일역,500m ~ 2000m,계_40~49세,2017Q1,7562
강일역,500m ~ 2000m,계_40~49세,2017Q2,7875
강일역,500m ~ 2000m,계_40~49세,2017Q3,8122.666667
강일역,500m ~ 2000m,계_40~49세,2017Q4,8474
강일역,500m ~ 2000m,계_40~49세,2018Q1,8967.666667
강일역,500m ~ 2000m,계_40~49세,2018Q2,9273.333333
강일역,500m ~ 2000m,계_40~49세,2018Q3,9615.333333
강일역,500m ~ 2000m,계_40~49세,2018Q4,9903.333333
강일역,500m ~ 2000m,계_40~49세,2019Q1,9995
강일역,500m ~ 2000m,계_40~49세,2019Q2,10123.66667
강일역,500m ~ 2000m,계_40~49세,2019Q3,10276
강일역,500m ~ 2000m,계_40~49세,2019Q4,10384.33333
강일역,500m ~ 2000m,계_40~49세,2020Q1,10586.66667
강일역,500m ~ 2000m,계_40~49세,2020Q2,10724.66667
강일역,500m ~ 2000m,계_40~49세,2020Q3,10812
강일역,500m ~ 2000m,계_40~49세,2020Q4,10886
강일역,500m ~ 2000m,계_40~49세,2021Q1,10989
강일역,500m ~ 2000m,계_40~49세,2021Q2,11021.66667
강일역,500m ~ 2000m,계_40~49세,2021Q3,10965
강일역,500m ~ 2000m,계_40~49세,2021Q4,10973
강일역,500m ~ 2000m,계_40~49세,2022Q1,11048
강일역,500m ~ 2000m,계_40~49세,2022Q2,11100
강일역,500m ~ 2000m,계_40~49세,2022Q3,11141
강일역,500m ~ 2000m,계_40~49세,2022Q4,11175
강일역,500m ~ 2000m,계_40~49세,2023Q1,11181.33333
강일역,500m ~ 2000m,계_40~49세,2023Q2,11132.66667
강일역,500m ~ 2000m,계_40~49세,2023Q3,11102
강일역,500m ~ 2000m,계_40~49세,2023Q4,11058
강일역,500m ~ 2000m,계_40~49세,2024Q1,11043
강일역,500m ~ 2000m,계_40~49세,2024Q2,10901.66667
강일역,500m ~ 2000m,계_40~49세,2024Q3,10791.33333
강일역,500m ~ 2000m,계_40~49세,2024Q4,10706
강일역,500m ~ 2000m,계_50~59세,2017Q1,5057
강일역,500m ~ 2000m,계_50~59세,2017Q2,5169.666667
강일역,500m ~ 2000m,계_50~59세,2017Q3,5241
강일역,500m ~ 2000m,계_50~59세,2017Q4,5435
강일역,500m ~ 2000m,계_50~59세,2018Q1,5665.333333
강일역,500m ~ 2000m,계_50~59세,2018Q2,5772.333333
강일역,500m ~ 2000m,계_50~59세,2018Q3,6079.333333
강일역,500m ~ 2000m,계_50~59세,2018Q4,6370.333333
강일역,500m ~ 2000m,계_50~59세,2019Q1,6459.666667
강일역,500m ~ 2000m,계_50~59세,2019Q2,6530.666667
강일역,500m ~ 2000m,계_50~59세,2019Q3,6547.666667
강일역,500m ~ 2000m,계_50~59세,2019Q4,6541.333333
강일역,500m ~ 2000m,계_50~59세,2020Q1,6548.666667
강일역,500m ~ 2000m,계_50~59세,2020Q2,6597
강일역,500m ~ 2000m,계_50~59세,2020Q3,6581.666667
강일역,500m ~ 2000m,계_50~59세,2020Q4,6565.333333
강일역,500m ~ 2000m,계_50~59세,2021Q1,6571.666667
강일역,500m ~ 2000m,계_50~59세,2021Q2,6600
강일역,500m ~ 2000m,계_50~59세,2021Q3,6651.666667
강일역,500m ~ 2000m,계_50~59세,2021Q4,6686.333333
강일역,500m ~ 2000m,계_50~59세,2022Q1,6765.666667
강일역,500m ~ 2000m,계_50~59세,2022Q2,6846
강일역,500m ~ 2000m,계_50~59세,2022Q3,6918.666667
강일역,500m ~ 2000m,계_50~59세,2022Q4,6928
강일역,500m ~ 2000m,계_50~59세,2023Q1,6985
강일역,500m ~ 2000m,계_50~59세,2023Q2,7026.666667
강일역,500m ~ 2000m,계_50~59세,2023Q3,7039.666667
강일역,500m ~ 2000m,계_50~59세,2023Q4,7090.666667
강일역,500m ~ 2000m,계_50~59세,2024Q1,7190.333333
강일역,500m ~ 2000m,계_50~59세,2024Q2,7257
강일역,500m ~ 2000m,계_50~59세,2024Q3,7293.666667
강일역,500m ~ 2000m,계_50~59세,2024Q4,7316.666667
강일역,500m ~ 2000m,계_60~69세,2017Q1,3390.666667
강일역,500m ~ 2000m,계_60~69세,2017Q2,3521.666667
강일역,500m ~ 2000m,계_60~69세,2017Q3,3631
강일역,500m ~ 2000m,계_60~69세,2017Q4,3806.333333
강일역,500m ~ 2000m,계_60~69세,2018Q1,4012
강일역,500m ~ 2000m,계_60~69세,2018Q2,4150.666667
강일역,500m ~ 2000m,계_60~69세,2018Q3,4435.333333
강일역,500m ~ 2000m,계_60~69세,2018Q4,4783.666667
강일역,500m ~ 2000m,계_60~69세,2019Q1,4871.333333
강일역,500m ~ 2000m,계_60~69세,2019Q2,4987
강일역,500m ~ 2000m,계_60~69세,2019Q3,5080.333333
강일역,500m ~ 2000m,계_60~69세,2019Q4,5178
강일역,500m ~ 2000m,계_60~69세,2020Q1,5245
강일역,500m ~ 2000m,계_60~69세,2020Q2,5313
강일역,500m ~ 2000m,계_60~69세,2020Q3,5429.666667
강일역,500m ~ 2000m,계_60~69세,2020Q4,5505.666667
강일역,500m ~ 2000m,계_60~69세,2021Q1,5564.666667
강일역,500m ~ 2000m,계_60~69세,2021Q2,5600
강일역,500m ~ 2000m,계_60~69세,2021Q3,5640
강일역,500m ~ 2000m,계_60~69세,2021Q4,5700
강일역,500m ~ 2000m,계_60~69세,2022Q1,5733
강일역,500m ~ 2000m,계_60~69세,2022Q2,5746
강일역,500m ~ 2000m,계_60~69세,2022Q3,5752.666667
강일역,500m ~ 2000m,계_60~69세,2022Q4,5834.333333
강일역,500m ~ 2000m,계_60~69세,2023Q1,5891.666667
강일역,500m ~ 2000m,계_60~69세,2023Q2,5930.666667
강일역,500m ~ 2000m,계_60~69세,2023Q3,5928.333333
강일역,500m ~ 2000m,계_60~69세,2023Q4,5924
강일역,500m ~ 2000m,계_60~69세,2024Q1,5919
강일역,500m ~ 2000m,계_60~69세,2024Q2,5944.333333
강일역,500m ~ 2000m,계_60~69세,2024Q3,5950.666667
강일역,500m ~ 2000m,계_60~69세,2024Q4,5964.333333
강일역,500m ~ 2000m,계_70~79세,2017Q1,1514.666667
강일역,500m ~ 2000m,계_70~79세,2017Q2,1572.666667
강일역,500m ~ 2000m,계_70~79세,2017Q3,1618.333333
강일역,500m ~ 2000m,계_70~79세,2017Q4,1681
강일역,500m ~ 2000m,계_70~79세,2018Q1,1782.333333
강일역,500m ~ 2000m,계_70~79세,2018Q2,1880.333333
강일역,500m ~ 2000m,계_70~79세,2018Q3,2019.666667
강일역,500m ~ 2000m,계_70~79세,2018Q4,2225
강일역,500m ~ 2000m,계_70~79세,2019Q1,2281.333333
강일역,500m ~ 2000m,계_70~79세,2019Q2,2338
강일역,500m ~ 2000m,계_70~79세,2019Q3,2384.666667
강일역,500m ~ 2000m,계_70~79세,2019Q4,2425.666667
강일역,500m ~ 2000m,계_70~79세,2020Q1,2467.333333
강일역,500m ~ 2000m,계_70~79세,2020Q2,2515.666667
강일역,500m ~ 2000m,계_70~79세,2020Q3,2553.666667
강일역,500m ~ 2000m,계_70~79세,2020Q4,2575
강일역,500m ~ 2000m,계_70~79세,2021Q1,2627.666667
강일역,500m ~ 2000m,계_70~79세,2021Q2,2650.666667
강일역,500m ~ 2000m,계_70~79세,2021Q3,2661
강일역,500m ~ 2000m,계_70~79세,2021Q4,2650.666667
강일역,500m ~ 2000m,계_70~79세,2022Q1,2701.333333
강일역,500m ~ 2000m,계_70~79세,2022Q2,2747.333333
강일역,500m ~ 2000m,계_70~79세,2022Q3,2830
강일역,500m ~ 2000m,계_70~79세,2022Q4,2873
강일역,500m ~ 2000m,계_70~79세,2023Q1,2912.666667
강일역,500m ~ 2000m,계_70~79세,2023Q2,2963.333333
강일역,500m ~ 2000m,계_70~79세,2023Q3,3018
강일역,500m ~ 2000m,계_70~79세,2023Q4,3049
강일역,500m ~ 2000m,계_70~79세,2024Q1,3114
강일역,500m ~ 2000m,계_70~79세,2024Q2,3162
강일역,500m ~ 2000m,계_70~79세,2024Q3,3217
강일역,500m ~ 2000m,계_70~79세,2024Q4,3281.666667
강일역,500m ~ 2000m,계_80~89세,2017Q1,552.3333333
강일역,500m ~ 2000m,계_80~89세,2017Q2,564.3333333
강일역,500m ~ 2000m,계_80~89세,2017Q3,570.6666667
강일역,500m ~ 2000m,계_80~89세,2017Q4,585
강일역,500m ~ 2000m,계_80~89세,2018Q1,617.3333333
강일역,500m ~ 2000m,계_80~89세,2018Q2,637.3333333
강일역,500m ~ 2000m,계_80~89세,2018Q3,669
강일역,500m ~ 2000m,계_80~89세,2018Q4,730
강일역,500m ~ 2000m,계_80~89세,2019Q1,742.6666667
강일역,500m ~ 2000m,계_80~89세,2019Q2,755
강일역,500m ~ 2000m,계_80~89세,2019Q3,769
강일역,500m ~ 2000m,계_80~89세,2019Q4,794.3333333
강일역,500m ~ 2000m,계_80~89세,2020Q1,809
강일역,500m ~ 2000m,계_80~89세,2020Q2,807.3333333
강일역,500m ~ 2000m,계_80~89세,2020Q3,817.6666667
강일역,500m ~ 2000m,계_80~89세,2020Q4,827.6666667
강일역,500m ~ 2000m,계_80~89세,2021Q1,852
강일역,500m ~ 2000m,계_80~89세,2021Q2,869.3333333
강일역,500m ~ 2000m,계_80~89세,2021Q3,895.6666667
강일역,500m ~ 2000m,계_80~89세,2021Q4,928.3333333
강일역,500m ~ 2000m,계_80~89세,2022Q1,961.6666667
강일역,500m ~ 2000m,계_80~89세,2022Q2,1002.333333
강일역,500m ~ 2000m,계_80~89세,2022Q3,1023
강일역,500m ~ 2000m,계_80~89세,2022Q4,1050.333333
강일역,500m ~ 2000m,계_80~89세,2023Q1,1068.333333
강일역,500m ~ 2000m,계_80~89세,2023Q2,1095.666667
강일역,500m ~ 2000m,계_80~89세,2023Q3,1105.666667
강일역,500m ~ 2000m,계_80~89세,2023Q4,1113.333333
강일역,500m ~ 2000m,계_80~89세,2024Q1,1130.666667
강일역,500m ~ 2000m,계_80~89세,2024Q2,1138.666667
강일역,500m ~ 2000m,계_80~89세,2024Q3,1140
강일역,500m ~ 2000m,계_80~89세,2024Q4,1140
강일역,500m ~ 2000m,계_90~99세,2017Q1,93
강일역,500m ~ 2000m,계_90~99세,2017Q2,99.33333333
강일역,500m ~ 2000m,계_90~99세,2017Q3,105.6666667
강일역,500m ~ 2000m,계_90~99세,2017Q4,109.6666667
강일역,500m ~ 2000m,계_90~99세,2018Q1,116.6666667
강일역,500m ~ 2000m,계_90~99세,2018Q2,117.6666667
강일역,500m ~ 2000m,계_90~99세,2018Q3,118
강일역,500m ~ 2000m,계_90~99세,2018Q4,125.3333333
강일역,500m ~ 2000m,계_90~99세,2019Q1,130.3333333
강일역,500m ~ 2000m,계_90~99세,2019Q2,131
강일역,500m ~ 2000m,계_90~99세,2019Q3,137.6666667
강일역,500m ~ 2000m,계_90~99세,2019Q4,141.6666667
강일역,500m ~ 2000m,계_90~99세,2020Q1,147
강일역,500m ~ 2000m,계_90~99세,2020Q2,148.6666667
강일역,500m ~ 2000m,계_90~99세,2020Q3,145.6666667
강일역,500m ~ 2000m,계_90~99세,2020Q4,139.6666667
강일역,500m ~ 2000m,계_90~99세,2021Q1,143.6666667
강일역,500m ~ 2000m,계_90~99세,2021Q2,148.3333333
강일역,500m ~ 2000m,계_90~99세,2021Q3,146
강일역,500m ~ 2000m,계_90~99세,2021Q4,151
강일역,500m ~ 2000m,계_90~99세,2022Q1,154
강일역,500m ~ 2000m,계_90~99세,2022Q2,153.6666667
강일역,500m ~ 2000m,계_90~99세,2022Q3,159
강일역,500m ~ 2000m,계_90~99세,2022Q4,162.6666667
강일역,500m ~ 2000m,계_90~99세,2023Q1,159.6666667
강일역,500m ~ 2000m,계_90~99세,2023Q2,158.3333333
강일역,500m ~ 2000m,계_90~99세,2023Q3,158.6666667
강일역,500m ~ 2000m,계_90~99세,2023Q4,155.3333333
강일역,500m ~ 2000m,계_90~99세,2024Q1,160
강일역,500m ~ 2000m,계_90~99세,2024Q2,167.3333333
강일역,500m ~ 2000m,계_90~99세,2024Q3,175
강일역,500m ~ 2000m,계_90~99세,2024Q4,182.3333333
강일역,500m ~ 2000m,계_연령구간인구수,2017Q1,41128
강일역,500m ~ 2000m,계_연령구간인구수,2017Q2,42340
강일역,500m ~ 2000m,계_연령구간인구수,2017Q3,43036
강일역,500m ~ 2000m,계_연령구간인구수,2017Q4,44245
강일역,500m ~ 2000m,계_연령구간인구수,2018Q1,46576.66667
강일역,500m ~ 2000m,계_연령구간인구수,2018Q2,47936.33333
강일역,500m ~ 2000m,계_연령구간인구수,2018Q3,49703.33333
강일역,500m ~ 2000m,계_연령구간인구수,2018Q4,51435
강일역,500m ~ 2000m,계_연령구간인구수,2019Q1,51497.33333
강일역,500m ~ 2000m,계_연령구간인구수,2019Q2,51756.33333
강일역,500m ~ 2000m,계_연령구간인구수,2019Q3,51854.66667
강일역,500m ~ 2000m,계_연령구간인구수,2019Q4,51934.66667
강일역,500m ~ 2000m,계_연령구간인구수,2020Q1,51957.33333
강일역,500m ~ 2000m,계_연령구간인구수,2020Q2,52009
강일역,500m ~ 2000m,계_연령구간인구수,2020Q3,52046.66667
강일역,500m ~ 2000m,계_연령구간인구수,2020Q4,51933.66667
강일역,500m ~ 2000m,계_연령구간인구수,2021Q1,51783
강일역,500m ~ 2000m,계_연령구간인구수,2021Q2,51577.33333
강일역,500m ~ 2000m,계_연령구간인구수,2021Q3,51232.66667
강일역,500m ~ 2000m,계_연령구간인구수,2021Q4,50964
강일역,500m ~ 2000m,계_연령구간인구수,2022Q1,50801
강일역,500m ~ 2000m,계_연령구간인구수,2022Q2,50785.66667
강일역,500m ~ 2000m,계_연령구간인구수,2022Q3,50783
강일역,500m ~ 2000m,계_연령구간인구수,2022Q4,50661.33333
강일역,500m ~ 2000m,계_연령구간인구수,2023Q1,50536.33333
강일역,500m ~ 2000m,계_연령구간인구수,2023Q2,50468.66667
강일역,500m ~ 2000m,계_연령구간인구수,2023Q3,50249
강일역,500m ~ 2000m,계_연령구간인구수,2023Q4,50101
강일역,500m ~ 2000m,계_연령구간인구수,2024Q1,50026
강일역,500m ~ 2000m,계_연령구간인구수,2024Q2,49840.66667
강일역,500m ~ 2000m,계_연령구간인구수,2024Q3,49739
강일역,500m ~ 2000m,계_연령구간인구수,2024Q4,49629.33333
강일역,500m ~ 2000m,계_총인구수,2017Q1,41128
강일역,500m ~ 2000m,계_총인구수,2017Q2,42340
강일역,500m ~ 2000m,계_총인구수,2017Q3,43036
강일역,500m ~ 2000m,계_총인구수,2017Q4,44245
강일역,500m ~ 2000m,계_총인구수,2018Q1,46576.66667
강일역,500m ~ 2000m,계_총인구수,2018Q2,47936.33333
강일역,500m ~ 2000m,계_총인구수,2018Q3,49703.33333
강일역,500m ~ 2000m,계_총인구수,2018Q4,51435
강일역,500m ~ 2000m,계_총인구수,2019Q1,51497.33333
강일역,500m ~ 2000m,계_총인구수,2019Q2,51756.33333
강일역,500m ~ 2000m,계_총인구수,2019Q3,51854.66667
강일역,500m ~ 2000m,계_총인구수,2019Q4,51934.66667
강일역,500m ~ 2000m,계_총인구수,2020Q1,51957.33333
강일역,500m ~ 2000m,계_총인구수,2020Q2,52009
강일역,500m ~ 2000m,계_총인구수,2020Q3,52046.66667
강일역,500m ~ 2000m,계_총인구수,2020Q4,51933.66667
강일역,500m ~ 2000m,계_총인구수,2021Q1,51783
강일역,500m ~ 2000m,계_총인구수,2021Q2,51577.33333
강일역,500m ~ 2000m,계_총인구수,2021Q3,51232.66667
강일역,500m ~ 2000m,계_총인구수,2021Q4,50964
강일역,500m ~ 2000m,계_총인구수,2022Q1,50801
강일역,500m ~ 2000m,계_총인구수,2022Q2,50785.66667
강일역,500m ~ 2000m,계_총인구수,2022Q3,50783
강일역,500m ~ 2000m,계_총인구수,2022Q4,50661.33333
강일역,500m ~ 2000m,계_총인구수,2023Q1,50536.33333
강일역,500m ~ 2000m,계_총인구수,2023Q2,50468.66667
강일역,500m ~ 2000m,계_총인구수,2023Q3,50249
강일역,500m ~ 2000m,계_총인구수,2023Q4,50101
강일역,500m ~ 2000m,계_총인구수,2024Q1,50026
강일역,500m ~ 2000m,계_총인구수,2024Q2,49840.66667
강일역,500m ~ 2000m,계_총인구수,2024Q3,49739
강일역,500m ~ 2000m,계_총인구수,2024Q4,49629.33333
걸포북변역,500m ~ 2000m,계_0~9세,2017Q1,16489
걸포북변역,500m ~ 2000m,계_0~9세,2017Q2,16830.66667
걸포북변역,500m ~ 2000m,계_0~9세,2017Q3,16832
걸포북변역,500m ~ 2000m,계_0~9세,2017Q4,17022
걸포북변역,500m ~ 2000m,계_0~9세,2018Q1,17448
걸포북변역,500m ~ 2000m,계_0~9세,2018Q2,17720.33333
걸포북변역,500m ~ 2000m,계_0~9세,2018Q3,18055.66667
걸포북변역,500m ~ 2000m,계_0~9세,2018Q4,18629.66667
걸포북변역,500m ~ 2000m,계_0~9세,2019Q1,19469
걸포북변역,500m ~ 2000m,계_0~9세,2019Q2,19740
걸포북변역,500m ~ 2000m,계_0~9세,2019Q3,19657
걸포북변역,500m ~ 2000m,계_0~9세,2019Q4,19594.66667
걸포북변역,500m ~ 2000m,계_0~9세,2020Q1,19436.33333
걸포북변역,500m ~ 2000m,계_0~9세,2020Q2,19238
걸포북변역,500m ~ 2000m,계_0~9세,2020Q3,19946
걸포북변역,500m ~ 2000m,계_0~9세,2020Q4,20520
걸포북변역,500m ~ 2000m,계_0~9세,2021Q1,20189.33333
걸포북변역,500m ~ 2000m,계_0~9세,2021Q2,19908.33333
걸포북변역,500m ~ 2000m,계_0~9세,2021Q3,19652.66667
